_id,is_admin,username,user_password,first_name,last_name,email,account_creation,balance,credits
66797085da3f76f283191134,1,valeriewood,)4J_DIcB!0,Rodney,Hutchinson,rodney.hutchinson@ross.com,2017-12-09T00:00:00.000Z,90065739.83,48607370
66797085da3f76f283191135,1,copelandchristina,I3VW1KqM!5,Dennis,Green,dennis.green@zavala.com,2016-09-27T00:00:00.000Z,28192851.32,56406272
66797085da3f76f283191136,1,obryant,N2fLkou3*c,Tanya,Wells,tanya.wells@dean.com,2016-02-08T00:00:00.000Z,57063623.37,60227468
66797085da3f76f283191137,0,nicolasmeyer,wf4pn2WQz_,Lisa,Mcdaniel,lisa.mcdaniel@simmons.net,2016-05-29T00:00:00.000Z,48131843.35,88101743
66797085da3f76f283191138,1,stephanieberry,_j6$TTtToZ,Kevin,Cisneros,kevin.cisneros@ramos.com,2015-05-22T00:00:00.000Z,72367005.95,79644707
66797085da3f76f283191139,1,jperez,)#8H+m6gry,Jeffery,Summers,jeffery.summers@cruz-bailey.com,2008-05-19T00:00:00.000Z,71054927.11,53076099
66797085da3f76f28319113a,0,david01,Z54HshGAS),Diana,Jones,diana.jones@smith.com,2009-05-27T00:00:00.000Z,46850617.79,39893330
66797085da3f76f28319113b,1,howardtodd,+u+QqGd477,William,Brown,william.brown@diaz-rivera.org,2019-08-05T00:00:00.000Z,55353045.69,64806
66797085da3f76f28319113c,0,emilycollins,v45G@t0$t#,Daniel,Morgan,daniel.morgan@berry.info,2015-05-08T00:00:00.000Z,60668795.96,55146851
66797085da3f76f28319113d,1,rasmussenlinda,EwFo9Rz^)!,Shannon,Lewis,shannon.lewis@house-shannon.com,2019-05-26T00:00:00.000Z,40411160.48,46356583
66797085da3f76f28319113e,1,christian44,(1Z3nYOyhs,Michelle,Mann,michelle.mann@richardson.info,2022-11-28T00:00:00.000Z,88832741.24,51665166
66797085da3f76f28319113f,1,tina80,)W8WrLhhYO,Angela,Miller,angela.miller@pearson.info,2002-09-22T00:00:00.000Z,86844537.87,47456837
66797085da3f76f283191140,0,woodhaley,aR6z6UDo+Y,Alfred,Rubio,alfred.rubio@zimmerman.com,2003-04-17T00:00:00.000Z,25466955.28,13150538
66797085da3f76f283191141,0,rogersjeffrey,2CM1djUk_O,Victoria,Carter,victoria.carter@brown.com,2023-08-31T00:00:00.000Z,24041448.79,27515885
66797085da3f76f283191142,0,msanders,!35Anppi7r,Kathleen,Wilkinson,kathleen.wilkinson@tran.org,2007-11-07T00:00:00.000Z,42750197.02,95037057
66797085da3f76f283191143,0,rhernandez,T!b8ZhuX%i,Michelle,Davidson,michelle.davidson@jones.net,2016-09-07T00:00:00.000Z,44944328.23,3277177
66797085da3f76f283191144,1,qtaylor,gT3PNfbih(,Logan,Ramos,logan.ramos@mcmillan-hart.com,2005-06-30T00:00:00.000Z,3015197.61,3665096
66797085da3f76f283191145,0,tjohnson,!9+UPjdx8j,Tom,Lynn,tom.lynn@nicholson.biz,2010-02-24T00:00:00.000Z,27194142.45,6951888
66797085da3f76f283191146,0,richardmorris,#fCAMhIo7r,Amber,Weber,amber.weber@thompson.com,2003-08-10T00:00:00.000Z,71152984.59,36672390
66797085da3f76f283191147,0,navery,!Pn%ivSO9u,Eric,Wolf,eric.wolf@andrews.com,2011-09-15T00:00:00.000Z,4199407.1,6881414
66797085da3f76f283191148,0,leeshawn,g%1Vomy%EV,Morgan,Flynn,morgan.flynn@wheeler.info,2002-05-07T00:00:00.000Z,67796402.47,62350176
66797085da3f76f283191149,1,angelamueller,DtS3_zZu!2,Michael,Williams,michael.williams@morrison.com,2020-03-24T00:00:00.000Z,59943784.61,64698983
66797085da3f76f28319114a,1,montgomeryapril,*p4ENpXxj5,Susan,Smith,susan.smith@hamilton.org,2012-06-22T00:00:00.000Z,75683683.29,10946357
66797085da3f76f28319114b,0,qandrade,^!K5qOsglx,Michelle,Weber,michelle.weber@lopez.com,2008-04-22T00:00:00.000Z,20282414.42,66399691
66797085da3f76f28319114c,0,phutchinson,(liKYWz%+0,Charles,Ramirez,charles.ramirez@huerta.net,2010-09-24T00:00:00.000Z,83148414.74,96050523
66797085da3f76f28319114d,1,cheryl29,19wj2Sq%_J,Michael,Myers,michael.myers@benton.org,2001-12-29T00:00:00.000Z,77440305.68,29541273
66797085da3f76f28319114e,1,erik45,+(_9AXQhDe,James,Roberts,james.roberts@smith-brown.info,2020-01-31T00:00:00.000Z,94011071.97,28943596
66797085da3f76f28319114f,0,uwalsh,XX1W1jfW)4,Brandy,Brooks,brandy.brooks@bates-lawrence.com,2002-06-04T00:00:00.000Z,62493460.37,30556625
66797085da3f76f283191150,1,dylan08,jZx2DQgr@+,Maria,Archer,maria.archer@poole-jensen.com,2008-05-15T00:00:00.000Z,10718615.13,68869151
66797085da3f76f283191151,1,susanlang,%lI2buIeK+,Robert,Padilla,robert.padilla@gallagher-harrison.com,2016-07-05T00:00:00.000Z,68715432.31,11587699
66797085da3f76f283191152,0,moorecharles,*A9AtFkr^j,Shelby,Parsons,shelby.parsons@henderson-mccormick.com,2005-07-27T00:00:00.000Z,41679142.67,2223808
66797085da3f76f283191153,0,jameschad,M53RXqKs+4,Nancy,Pena,nancy.pena@moreno.com,2023-07-09T00:00:00.000Z,51622203.85,65831128
66797085da3f76f283191154,0,carrollstephanie,#dLpAr^C98,Michael,Torres,michael.torres@griffin-gray.com,2019-12-04T00:00:00.000Z,66298135.37,25500699
66797085da3f76f283191155,0,steven04,O*6gS0DB*m,Scott,Smith,scott.smith@carlson-wilson.com,2017-10-24T00:00:00.000Z,55258228.84,73306129
66797085da3f76f283191156,0,zporter,2MF52Ap0!$,Sheila,Jensen,sheila.jensen@bradford-jones.com,2002-11-14T00:00:00.000Z,77345011.34,60715590
66797085da3f76f283191157,0,sbriggs,Mw67SISWL_,Danielle,Webb,danielle.webb@richards.com,2003-12-14T00:00:00.000Z,93638705.47,97226991
66797085da3f76f283191158,0,bushdaniel,hoH5nx8O%7,Jerry,Hernandez,jerry.hernandez@valdez.com,2001-07-09T00:00:00.000Z,61898882.11,22205693
66797085da3f76f283191159,0,davidmata,_22RDrXd%G,Joshua,Hunter,joshua.hunter@marshall.org,2019-04-25T00:00:00.000Z,12901795.2,23151528
66797085da3f76f28319115a,0,jamesmiller,ID3BmSLb&h,Amber,Williams,amber.williams@long.com,2013-12-01T00:00:00.000Z,79453648.58,48129524
